Name,Gender,Age,City,Tenure,ProductsNo,HasCard,ActiveMember,Credit,AccountBal,Salary,Exited
Xue Baochai,Male,35,Tianjin,1,2,1,1,603,24929.15,129576,0
Guan Yu,Male,38,Tianjin,10,1,1,0,628,8803.91,139637,1
Huang Zuihao,Female,35,Tianjin,4,1,0,0,536,14756.86,149470,0
Zhen Haowao,Male,40,Beijing,0,1,1,0,717,21202.13,120836,0
Zhang Jie,Male,56,Beijing,9,1,1,1,794,13724.04,119250,0
Kan Jian,Male,35,Tianjin,7,2,1,1,497,17760.43,135366,0
Qi Fei,Male,71,Tianjin,9,2,1,1,780,23423.85,175337,0
Wo Shishei,Male,38,Beijing,8,1,1,0,653,28770.23,146758,0
Qi Hui,Male,32,Tianjin,5,1,1,1,728,29851.8,76045,0
Zhang Jie,Male,30,Beijing,8,2,1,0,792,38172.88,0,0
Huang Zuihao,Female,32,Beijing,7,1,1,0,600,25425.08,121620,0
Kan Jian,Male,36,Shanghai,8,2,0,0,657,35001.62,231536,1
Yi zhi,Male,37,Beijing,3,1,0,1,778,34306.27,174419,0
Li Zhi,Male,27,Shanghai,9,1,0,0,604,5784.37,124664,0
Zai Jian,Male,45,Beijing,8,1,0,1,559,32462.99,29573,1
La Ma,Male,31,Shanghai,4,1,0,0,720,26383.49,173868,0
Zhao Hu,Male,34,Shanghai,7,1,1,1,745,6080.86,163522,0
Cuo De,Male,54,Beijing,8,1,1,1,768,13265.97,85747,0
Ni Bai,Female,35,Beijing,2,2,1,1,615,26733.47,119851,0
Hu Bao,Female,60,Shanghai,7,2,0,1,525,32129.04,0,0
Ren Gui,Female,33,Tianjin,2,2,1,1,746,27952.65,132678,0
Chen De,Male,36,Beijing,6,1,0,1,679,32983.05,181712,0
Ren Gui,Male,37,Shanghai,6,1,1,1,590,24523.17,208981,0
Qi Hui,Male,24,Shanghai,8,1,0,1,561,34595.11,176698,0
Shei Shiwo,Male,59,Tianjin,2,1,1,0,662,1541,128619,1
Bao Qiao,Female,61,Tianjin,2,2,1,1,655,30825.46,226317,0
Cha Buduo,Male,30,Beijing,8,2,0,0,683,4768.42,136320,0
Bao Qiao,Male,35,Beijing,8,1,1,0,513,14653.97,0,1
Zhen Shi,Female,43,Tianjin,5,2,1,1,757,668.72,161663,1
Mao Xi,Male,40,Beijing,2,2,1,1,591,16958.92,122860,0
Cha Buduo,Female,36,Shanghai,5,2,1,0,612,30481.18,147353,0
Zen Meban,Male,30,Beijing,2,1,1,0,529,14394.92,143043,0
Shei Shiwo,Male,35,Tianjin,8,1,1,1,523,35586.79,170703,0
Qiu Liwei,Male,43,Tianjin,0,3,1,0,850,35190.21,133466,1
Li Hong,Female,33,Beijing,6,2,1,0,452,28991.18,161989,0
Li Hong,Male,38,Beijing,7,1,1,0,578,1720.26,101179,0
Lang Ping,Female,25,Tianjin,5,1,0,1,813,25422.43,152048,0
Ren Gui,Female,22,Beijing,9,1,1,1,730,27876.1,80889,0
Zhang San,Male,21,Shanghai,7,1,1,1,570,28315.03,142803,0
Ji Leyuan,Female,59,Shanghai,6,2,1,1,720,30755.14,0,1
Zhang De,Female,64,Tianjin,2,1,1,1,595,17196.12,130056,1
Er Shiduo,Male,36,Shanghai,1,1,1,0,557,18817.03,139126,0
Hu Ying,Male,18,Tianjin,9,1,0,1,684,913.42,111369,0
Zhen Haowao,Male,45,Tianjin,3,2,1,1,436,35093.73,128337,1
Zhao De,Male,47,Beijing,10,1,1,0,495,13589.19,169350,0
Zhi Fen,Male,34,Beijing,1,2,1,1,730,24204.97,0,0
Tian Tian,Male,28,Beijing,9,2,0,1,494,15196.89,141120,0
Na De,Male,36,Tianjin,5,1,1,0,850,36622.39,147580,1
Li Hong,Male,36,Shanghai,5,2,1,0,614,24973.38,0,0
Zhao De,Male,36,Tianjin,6,2,1,0,678,10166.73,145691,0
Dao Lema,Male,34,Tianjin,7,1,0,0,513,23818.56,74434,0
Tian Ci,Female,32,Beijing,3,1,0,0,700,18305.99,0,0
Cha Buduo,Female,72,Tianjin,5,2,1,1,655,19105.24,169851,0
Zheng Nengliang,Male,54,Beijing,5,2,1,1,692,16964.02,0,0
Qiu Ba,Female,60,Beijing,0,1,0,0,597,2046.56,162087,1
Kong Pi,Female,73,Beijing,6,2,0,1,743,20624.73,0,0
Zhang Jie,Male,62,Shanghai,7,1,0,1,550,12330.91,99541,0
Si Shiba,Female,39,Beijing,1,1,1,0,840,16154.42,116812,0
Zai Jian,Female,57,Shanghai,3,2,1,0,670,18941.06,215958,1
Dao Lema,Male,32,Shanghai,2,1,0,1,690,29029.18,93588,0
Jia Shuji,Female,54,Shanghai,1,2,1,0,785,8625.98,0,1
Tian Ci,Female,30,Shanghai,3,1,1,0,680,30617.89,0,0
Zhang Ming,Male,42,Shanghai,9,1,0,0,749,19332.47,273389,1
Zhong Guoren,Male,43,Beijing,8,2,1,1,590,27462.39,0,0
Zen Meban,Male,64,Beijing,2,1,0,1,773,35597.1,179061,0
Huang Jiangang,Male,30,Beijing,2,1,1,0,521,12294.42,131999,0
Wo Bai,Male,34,Tianjin,8,2,1,0,578,12749.66,181409,0
Shei Zhidao,Female,50,Shanghai,7,1,0,0,650,8035.97,159491,0
Cha Buduo,Male,31,Beijing,2,2,0,1,683,14785.23,0,0
Ping Shide,Female,31,Tianjin,3,1,1,1,520,35099.88,133964,1
Zhang Jie,Male,36,Beijing,8,1,1,1,713,27393.04,164684,0
Wang Qiang,Male,31,Shanghai,6,2,1,1,767,37412.61,0,0
Mao Xi,Female,33,Beijing,2,1,0,0,479,9708.37,256044,1
Jia Shi,Female,40,Shanghai,1,1,1,0,667,3664.03,180198,0
Si Shi,Male,29,Tianjin,8,2,1,1,814,37720.1,119416,0
De Daogao,Male,51,Shanghai,3,2,0,1,534,3987.82,0,0
Xue Baochai,Female,32,Beijing,6,1,0,0,476,21440.31,137602,0
Wu Baige,Male,36,Beijing,1,2,0,0,631,25457.23,0,0
Cuo De,Female,50,Shanghai,5,2,1,1,646,27190.91,175453,1
Er Shazi,Male,28,Beijing,10,1,0,1,682,15845.62,246892,1
We Po,Male,35,Beijing,1,1,0,0,508,11352.73,106879,0
Zhen Dema,Male,34,Beijing,7,2,1,1,604,35961.48,0,0
Li Si,Female,52,Beijing,4,1,1,0,641,17392.83,0,1
Hu Bao,Male,43,Beijing,2,1,1,0,572,5057.47,172731,1
Ping Shide,Male,51,Beijing,3,2,1,1,614,1061.63,0,0
Ke Lian,Male,23,Tianjin,4,2,1,0,650,13203.71,115511,0
Qi Fei,Female,42,Shanghai,3,2,1,1,671,24560.1,0,0
Zhao Wei,Male,40,Shanghai,5,2,1,0,677,17007.18,0,0
Lang Ping,Female,33,Tianjin,10,2,0,0,791,10328.85,160183,1
Hu Ying,Male,51,Beijing,4,1,1,1,614,8943.64,50044,0
Qi Moamao,Female,35,Tianjin,8,2,1,1,460,36202.6,126374,0
Zhao De,Female,38,Shanghai,7,2,1,1,745,37137.82,0,0
San Shaneshi,Male,35,Shanghai,4,2,1,1,754,1846.73,0,0
Qi Lai,Male,38,Tianjin,2,2,1,1,489,15805.49,155526,0
Te Ke,Female,68,Tianjin,9,2,0,1,834,17803.47,160108,0
Huang Jiangang,Male,34,Beijing,6,1,1,1,638,18691.26,140888,0
Ni Bai,Male,31,Tianjin,4,1,1,1,850,17184.47,180302,0
Te Ke,Female,45,Beijing,6,2,1,1,551,9778.85,0,0
Ni Bai,Female,30,Beijing,5,2,1,0,731,36238.76,0,0
Zhang Jia,Male,37,Tianjin,6,1,1,1,585,19102.73,187571,0
Jia Shuji,Male,46,Tianjin,5,2,1,0,595,9258.39,175104,1
Zhi Fen,Female,39,Tianjin,1,1,1,1,523,22698.23,177001,1
Zhen Haowao,Female,30,Shanghai,5,2,0,1,690,15047.8,0,0
Wo Shishei,Male,34,Beijing,5,1,0,1,714,18909.38,173643,0
Dou Bai,Female,29,Beijing,3,1,0,1,718,25709.8,0,0
Hao Ya,Female,34,Beijing,8,2,1,0,767,18120.03,0,0
Qi Moamao,Male,28,Shanghai,6,2,1,0,718,28083.33,0,0
Zen Meban,Female,37,Tianjin,3,2,1,0,653,25740.93,154653,1
La Ma,Male,39,Shanghai,6,1,0,0,661,7421.16,163134,0
Te Ke,Male,25,Beijing,3,1,0,1,705,37641.41,139896,0
Fei Xing,Male,29,Beijing,9,2,0,0,781,32905.81,0,0
Hao Ya,Male,41,Beijing,7,1,0,1,645,5481.36,0,0
Huang Jiangang,Male,43,Tianjin,2,2,1,1,711,33541.81,48023,0
Si Shiba,Male,29,Beijing,9,1,1,1,601,15371.56,0,0
Bao Qiao,Female,34,Beijing,4,1,0,1,746,12460.15,0,0
Ke Lian,Female,39,Shanghai,0,2,1,0,532,18160.09,0,0
Zai Jian,Male,58,Tianjin,2,1,1,1,558,16977.4,175321,0
Si Shiba,Female,45,Tianjin,5,1,1,1,850,36853.58,156528,1
Xiao Jian,Male,39,Shanghai,1,1,1,0,735,7690.96,74261,0
Li Zhi,Male,37,Beijing,7,2,1,1,581,14210.46,0,0
Er Shiduo,Female,55,Shanghai,7,3,1,0,628,16422.7,0,1
Li Zhi,Female,27,Beijing,7,2,0,1,528,26669.5,216759,0
Bao Qiao,Female,42,Beijing,3,2,0,0,646,12834.5,215447,1
Si Shiba,Male,33,Beijing,8,1,1,0,845,28807.83,202194,0
Zhang De,Female,37,Shanghai,0,2,0,0,673,15745.9,0,0
De Daogao,Female,46,Shanghai,3,1,1,1,823,5424.65,100339,1
Na De,Female,45,Beijing,2,2,0,0,579,2201.6,0,0
Qi Fei,Female,59,Tianjin,8,2,1,0,517,19357.56,189557,1
Li Zhi,Female,38,Beijing,8,1,0,0,549,30103.77,131959,0
Mao Laoren,Female,53,Shanghai,6,1,1,1,648,23239.44,136778,0
Qiu Liwei,Female,56,Tianjin,2,1,1,0,705,16907.91,176197,1
Li Si,Female,49,Beijing,7,1,0,0,748,31271.62,36411,1
Shen De,Male,35,Beijing,10,2,1,1,556,36854.91,0,0
Di Shioing,Female,42,Shanghai,1,1,1,1,569,15990.36,0,1
Kan Jian,Female,36,Tianjin,10,1,1,0,616,26182.58,96247,0
Ren Shi,Female,57,Beijing,7,4,0,1,610,21649.86,88674,1
Dao Lema,Female,26,Shanghai,9,2,0,1,555,30385.85,0,0
Fei Xing,Male,39,Beijing,6,1,1,0,760,12835.81,219660,1
Ping Shide,Female,30,Beijing,6,2,1,1,585,26339.9,0,0
Zhen Shi,Male,47,Tianjin,4,1,1,0,572,37581.23,122205,1
Ping Shide,Male,23,Beijing,1,2,0,0,669,12636.48,0,0
Ren Gui,Female,33,Shanghai,5,2,1,0,731,31548.88,168987,0
Hu Bao,Male,27,Shanghai,5,2,0,0,555,18431.83,0,0
Qu Bo,Female,26,Beijing,3,2,1,0,738,12903.28,0,0
Shuai Jile,Male,30,Beijing,3,1,0,0,751,25778.59,203266,0
Huang Zuihao,Male,26,Tianjin,4,1,0,1,660,31059.85,141477,0
San Shaneshi,Female,31,Shanghai,3,1,1,1,745,26854.97,152924,0
Jia Baoyu,Male,42,Beijing,4,1,1,0,632,19311.37,155122,0
Zhen Shi,Male,36,Beijing,4,1,0,0,507,26794.34,102758,0
Zhao Wei,Female,42,Beijing,5,2,0,1,690,23042.46,0,0
Hao Ya,Female,36,Shanghai,3,2,1,0,478,8587.51,113607,0
Er Shiduo,Female,40,Shanghai,1,1,1,1,511,35204.34,0,0
Yi zhi,Female,29,Tianjin,10,2,0,0,835,20320.56,160417,0
Li Zhi,Male,58,Tianjin,9,2,1,1,526,36570.5,234068,0
Wo lIaobu,Male,41,Beijing,8,3,1,0,679,33030.47,181704,1
Zhang Jie,Male,28,Beijing,7,2,1,1,757,25095.49,148721,0
Tian Tian,Male,43,Tianjin,8,2,1,0,674,1674.45,105728,0
Guo Hechai,Female,66,Shanghai,3,1,1,1,597,13486.14,0,0
Tian Tian,Male,37,Tianjin,2,2,0,0,654,35621.52,179100,0
Zhen Shi,Female,31,Beijing,1,2,1,0,710,3839.63,0,0
Wo Shishei,Male,45,Beijing,7,1,0,1,669,33165.21,183718,0
Hao Ya,Male,34,Beijing,8,2,1,1,722,25515.77,0,0
Zheng Nengliang,Male,49,Beijing,3,2,1,0,591,9583.83,0,0
Shuai Jile,Male,35,Beijing,6,1,1,1,684,16676.75,167122,0
Na De,Male,28,Shanghai,7,1,1,0,632,352.43,191289,0
Qi Moamao,Male,41,Tianjin,2,2,0,1,588,1345.11,161550,0
Yu Laoren,Female,77,Tianjin,10,2,0,1,673,11394.96,94108,0
Zhen Haowao,Female,57,Tianjin,4,1,1,1,491,7883.31,137815,1
Te Ke,Female,21,Beijing,3,1,1,1,499,29430.25,217109,0
Huang Jiangang,Female,43,Shanghai,4,2,0,0,623,29619.21,151950,0
Wo lIaobu,Female,29,Beijing,8,2,1,0,501,21541.91,0,0
Cha Buduo,Female,37,Beijing,6,2,1,0,513,21059.72,0,0
Ni Bai,Female,39,Beijing,3,1,0,0,686,26126.92,137386,0
Zhang Ming,Male,22,Beijing,5,1,1,0,529,28904.36,0,0
Yi Baoduo,Female,29,Beijing,6,2,1,1,613,14769.06,228422,0
Qu Bo,Female,39,Beijing,0,1,0,0,437,4243.17,126347,0
Te Ke,Female,42,Tianjin,5,3,1,1,670,19182.41,60896,0
Yi Baoduo,Male,39,Beijing,4,2,1,0,725,11021.71,197603,0
Qiu Deba,Female,58,Tianjin,3,4,1,0,546,24642.8,130944,1
We Maoqian,Male,42,Shanghai,7,1,1,1,546,16624.28,171057,0
Er Shazi,Female,24,Beijing,4,1,0,1,746,17993.3,0,0
Sheng Shiwu,Male,46,Shanghai,1,1,1,1,827,2573.66,225430,0
Jia Baoyu,Male,45,Shanghai,5,1,1,0,698,27145.31,202275,1
Jia Shi,Male,29,Shanghai,10,2,1,1,735,18169.26,0,0
Xue Qiao,Female,41,Shanghai,9,2,1,1,513,30697.24,131776,0
Wu Zhihui,Female,41,Tianjin,5,2,1,0,508,35903.72,101059,0
Dao Lema,Male,50,Tianjin,7,1,1,1,633,37464.08,108612,0
Yi zhi,Male,41,Tianjin,2,1,1,1,563,3711.81,123641,1
Cha Buduo,Male,28,Beijing,3,1,1,1,581,5724.23,128372,0
Dao Lema,Male,34,Tianjin,2,2,0,1,595,29887.09,108200,0
Xue Qiao,Female,51,Tianjin,4,1,0,0,644,13886.96,117539,1
Zhen Shi,Male,32,Shanghai,3,1,1,1,644,2712.76,168091,0
Qi Moamao,Male,24,Shanghai,7,2,0,0,563,3120.37,0,0
Li Hong,Male,31,Beijing,1,1,0,0,698,25772.6,192017,0
Kan Jian,Male,32,Beijing,4,2,1,1,503,29261.37,0,0
Zhang Jie,Male,42,Tianjin,3,2,1,1,821,12354.45,108003,0
Te kepa,Male,32,Beijing,4,1,0,0,788,17087.68,137858,0
Zhao Hu,Male,37,Tianjin,5,1,1,0,654,14517.65,137940,0
Zhen Dema,Male,33,Shanghai,6,1,1,0,579,18163.1,0,1
Sheng Shiwu,Male,49,Tianjin,8,1,1,0,850,22786.78,121339,1
Wo lIaobu,Female,47,Beijing,9,1,1,0,850,8480.26,168881,0
Wo Shishei,Male,18,Tianjin,1,1,1,0,594,32063.01,163215,0
Hu Bao,Male,40,Beijing,6,1,0,0,654,35157.33,0,1
Wu Shangui,Male,42,Beijing,4,1,0,0,696,24159.29,0,1
Da Chishi,Male,31,Shanghai,1,1,1,1,660,26344.98,104009,0
Guo Hechai,Male,32,Beijing,7,1,1,1,615,526.86,113406,0
Xue Qiao,Female,28,Shanghai,2,2,1,1,586,17603.69,0,0
Yu Laoren,Male,37,Beijing,2,2,0,1,656,12971.47,0,0
Zhen dema,Male,47,Shanghai,10,1,0,1,647,17036.91,122797,0
Fei Xing,Female,39,Beijing,1,2,1,0,582,36760.06,162455,0
Wu Zhihui,Female,48,Beijing,7,2,1,0,682,12441.49,0,0
We Po,Male,31,Tianjin,4,2,0,1,562,27402.94,156502,0
Tian Ci,Male,49,Tianjin,9,1,0,0,548,24287.35,133379,1
San Shaneshi,Male,46,Tianjin,2,1,1,0,399,26767.62,157016,1
Qiu Deba,Female,28,Beijing,4,2,1,0,728,6323.99,174960,0
Yi Baoduo,Female,64,Tianjin,1,1,1,0,698,16206.56,208316,1
Wu Zhihui,Female,33,Tianjin,4,1,0,0,631,21546.38,151593,0
Mao Xi,Male,21,Beijing,1,2,1,1,693,668.07,0,0
Zhao Hu,Male,65,Tianjin,10,3,0,0,606,1503.18,155357,1
Kan Jian,Male,27,Tianjin,4,2,0,1,626,5144.82,141554,0
Qiu Liwei,Female,27,Shanghai,5,1,0,1,591,31071.09,132610,1
Shen De,Male,34,Beijing,4,1,1,1,651,23700.6,112622,0
Yu Laoren,Female,31,Tianjin,7,1,1,0,531,22659.29,143975,1
Ping Shide,Female,47,Shanghai,5,1,0,0,666,31864.41,0,1
Hu Bao,Female,46,Shanghai,7,3,0,1,554,18533.31,107752,1
Xue Baochai,Female,32,Beijing,7,1,1,1,674,18256.4,105482,0
Tian Ci,Female,31,Shanghai,1,1,0,1,559,27411.19,171195,0
Huang Zuihao,Female,22,Beijing,3,2,0,0,631,5885.61,0,0
Hu Ying,Female,35,Beijing,3,2,1,1,670,33389.49,127262,0
Ye Xu,Male,28,Shanghai,5,2,1,0,539,9250.93,0,0
Ping Shide,Male,69,Beijing,5,2,1,1,628,34792.46,0,0
Yi Baoduo,Male,33,Beijing,5,2,0,1,465,15047.43,0,0
Shuai Jile,Female,38,Tianjin,1,1,1,0,753,23331.03,144297,1
Shei Shiwo,Male,51,Tianjin,8,3,1,1,572,36905.21,120233,1
Jia Shi,Female,36,Beijing,5,1,1,0,551,35082.04,0,0
Wu Zhihui,Female,21,Beijing,8,2,1,1,588,21054.33,0,0
Wo lIaobu,Female,37,Shanghai,0,1,1,1,734,9367.2,187895,0
Yi Baoduo,Male,45,Beijing,8,1,1,1,773,21787.86,119159,0
Da Chishi,Female,33,Beijing,6,2,1,1,544,23730.98,0,0
Ni Bai,Female,58,Tianjin,3,1,1,1,783,18468.52,156873,1
Shen De,Male,45,Tianjin,7,2,0,1,498,31738.13,134317,0
Jia Shi,Female,41,Beijing,9,2,1,0,637,27815.93,0,0
Yi Baoduo,Female,30,Shanghai,6,1,0,0,650,13001.36,0,1
Qi Hui,Male,31,Shanghai,5,1,1,0,694,6805.57,0,0
Zhong Guoren,Male,40,Tianjin,6,1,1,0,721,26494.16,123339,1
Si Shiba,Male,37,Shanghai,5,2,1,0,805,4192.88,0,0
Si Shi,Female,59,Beijing,2,1,1,0,551,30494.02,205371,1
Wo Shishei,Female,31,Shanghai,2,1,1,0,820,19803.21,115894,0
Qiu Ba,Female,40,Shanghai,7,1,1,1,559,3617.19,177699,0
Shei Zhidao,Female,43,Tianjin,3,1,0,0,577,23927.47,157367,1
Wang Qiang,Male,22,Shanghai,3,1,0,1,544,21093.19,81774,0
Jiu Zheyang,Male,33,Tianjin,3,2,1,0,556,11974.67,152782,0
Zhen dema,Female,39,Shanghai,7,1,0,1,787,19271.77,211126,0
Wo Shishei,Female,39,Beijing,1,2,0,1,738,36220.04,116156,0
Shen De,Male,22,Shanghai,7,1,1,1,848,35470.42,148599,0
Jiu Zheyang,Female,34,Beijing,6,2,1,1,728,2217.53,111223,0
Jiu Zheyang,Male,38,Shanghai,1,1,1,0,632,17747,148337,0
Wei Sansi,Female,22,Beijing,4,2,1,1,694,2203.77,0,0
Qi Fei,Male,61,Shanghai,1,1,0,1,650,15864.37,188152,0
Jia Baoyu,Female,24,Beijing,0,2,1,0,764,16964.52,0,0
Li Hong,Male,22,Beijing,4,3,1,1,540,35608.65,0,1
Zhao De,Male,29,Shanghai,4,2,0,0,795,29772.78,0,0
Zhang De,Female,34,Tianjin,6,2,0,1,631,24521.42,154030,0
Zhao Lao,Female,47,Beijing,3,2,0,0,811,32886.29,151739,0
Chen De,Male,41,Beijing,7,2,0,1,617,2771.82,0,0
Hao Ya,Female,33,Beijing,4,2,1,0,735,28580.24,0,0
Zhang Ming,Female,38,Beijing,2,2,0,0,754,673.93,0,0
Dou Bai,Female,56,Tianjin,3,1,0,1,634,8112.78,142989,1
Jia Shuji,Male,30,Shanghai,8,1,1,0,526,6931.35,0,0
Zhen dema,Male,41,Tianjin,8,1,1,0,850,6085.24,74883,0
Jia Baoyu,Male,32,Shanghai,8,2,1,1,718,7915.74,0,0
Cuo De,Female,34,Tianjin,9,1,1,1,495,22192.97,144107,1
Ba Qiu,Male,36,Tianjin,2,1,0,0,671,36941.08,143535,0
Ba Genru,Female,33,Beijing,9,1,1,1,620,36848.48,156995,0
Wu Baige,Female,30,Shanghai,5,1,1,1,595,34103.44,123841,0
Wo Shishei,Female,26,Shanghai,8,1,1,1,647,26117.06,135249,1
Ren Gui,Female,33,Beijing,1,1,1,1,691,21717.16,157817,0
Zhen Shi,Male,41,Tianjin,4,2,1,1,705,27249.45,88871,0
Zhen Shi,Female,40,Beijing,7,1,1,1,731,29837.21,146360,0
Hu Ying,Male,39,Shanghai,2,1,0,0,776,15201.34,128350,0
Zen Meban,Male,25,Tianjin,9,2,1,1,569,8485.86,213355,0
We Maoqian,Female,40,Tianjin,9,1,1,1,816,15216.16,134074,0
Xiao Jian,Male,41,Beijing,4,1,1,1,597,17608.09,188434,0
Xiao Jian,Female,39,Beijing,6,2,1,1,648,29436.97,160755,1
Wu Shangui,Male,67,Tianjin,6,1,1,1,655,35754.33,182487,0
Shuai Jile,Female,36,Tianjin,10,1,1,0,611,30697.53,127052,0
Zhao Lao,Male,39,Beijing,5,2,1,0,771,18407.38,0,0
Zhang Jia,Male,25,Tianjin,7,1,1,1,604,6745.64,203459,0
We Po,Male,46,Beijing,8,3,1,0,753,17351.42,0,1
Di Shioing,Female,40,Tianjin,1,2,1,1,618,10419.85,163892,0
Zheng Nengliang,Male,43,Beijing,10,1,1,1,488,5417.2,138684,0
Er Shiduo,Female,39,Beijing,6,2,1,1,759,26863.79,0,0
Bao Qiao,Female,35,Beijing,2,1,1,1,742,24282.51,97325,0
Cha Buduo,Male,30,Beijing,8,2,1,0,642,33410.74,99586,0
Zhen Dema,Female,33,Beijing,4,1,1,0,770,4986.71,0,1
Zhang Ming,Male,24,Beijing,7,1,1,0,590,11239.21,155511,0
Yu Laoren,Male,26,Beijing,0,2,0,1,662,13944.54,0,0
Kan Jian,Female,35,Tianjin,2,2,1,0,591,10911,110939,0
Zhuan Ji,Male,35,Beijing,7,1,1,0,621,27.4,107772,0
Qi Moamao,Male,38,Shanghai,5,1,1,1,689,1654.28,92342,1
Zhang Jie,Male,35,Shanghai,8,1,1,0,738,3074.87,156567,0
Guan Yu,Female,54,Tianjin,4,1,1,1,618,25539.82,145693,1
Te Ke,Female,36,Shanghai,0,1,0,0,793,28488.23,0,0
Wo Shishei,Female,32,Shanghai,7,1,1,0,649,5506.17,0,0
Wu Baige,Female,43,Tianjin,3,1,1,1,574,19156.29,173860,0
Wang Qiang,Male,36,Tianjin,8,2,1,1,747,34549.44,126202,0
Ping Shide,Male,34,Beijing,2,2,0,1,662,4110.37,0,0
Ji Leyuan,Male,49,Beijing,5,1,1,0,735,28452.07,150027,0
Qiu Deba,Male,32,Shanghai,6,1,1,1,833,8474.8,0,1
Xue Baochai,Female,39,Beijing,8,1,1,0,743,18023.6,0,0
Zhao Wei,Female,43,Tianjin,2,2,0,0,692,31476.37,84888,0
Shei Shiwo,Female,45,Beijing,3,1,1,1,625,35272.3,0,1
Zhen Shi,Male,56,Shanghai,5,1,1,1,697,9604.26,136286,1
Guan Yu,Male,68,Tianjin,0,2,1,1,672,35360.75,155056,0
Wu Shangui,Female,37,Beijing,7,1,1,0,668,17619.43,158234,0
Di Shioing,Male,50,Tianjin,8,1,1,1,790,33742.21,149369,1
Wo Shishei,Female,28,Shanghai,3,2,1,1,689,36797.13,0,0
Mao Laoren,Female,36,Shanghai,7,2,1,0,683,20035.67,0,0
Zhuan Ji,Female,28,Shanghai,5,2,1,1,471,4274.75,0,0
Kong Pi,Male,43,Tianjin,5,2,1,0,504,34690.42,165730,0
Dou Bai,Male,57,Shanghai,1,1,1,1,721,37464.81,0,0
Zhao De,Male,35,Tianjin,5,2,1,0,703,32086.09,173050,0
Si Shiba,Female,38,Beijing,10,2,1,0,731,32761.12,152165,1
Huang Zuihao,Male,51,Shanghai,3,1,0,0,669,16300.33,109258,1
Si Shiba,Male,62,Shanghai,7,1,1,0,697,24701.37,0,1
Yi Baoduo,Female,38,Tianjin,6,2,1,0,632,18755.43,106481,0
Tian Tian,Female,34,Tianjin,2,1,1,0,790,38130.09,201734,0
Huang Zuihao,Female,30,Beijing,2,3,1,0,622,27216.54,195059,1
Zhen Haowao,Male,42,Shanghai,6,2,1,1,586,23596.6,0,0
Zhen Shi,Male,34,Tianjin,10,1,0,0,773,7040.78,156185,0
Zhang De,Female,42,Beijing,9,2,1,0,674,820.78,0,0
Jia Shi,Male,40,Shanghai,3,1,1,1,696,26453.47,188976,0
Mao Xi,Male,46,Shanghai,7,1,1,1,708,7591.61,84624,0
Da Chishi,Male,34,Beijing,3,2,1,1,520,20019.87,0,0
Jiu Zheyang,Male,50,Shanghai,4,1,0,0,518,20480.35,0,1
Qiu Ba,Male,40,Beijing,8,1,1,0,743,18140.85,83831,0
Wo Bai,Male,36,Tianjin,1,1,0,0,757,12340.27,80380,0
Tian Tian,Male,29,Tianjin,7,1,0,1,576,33198.81,160608,0
Cuo De,Male,36,Beijing,2,1,0,1,674,5252.14,190067,0
Chen De,Female,44,Beijing,1,1,1,1,716,29083.83,0,0
Dou Bai,Male,41,Shanghai,7,1,1,1,664,31534.24,151817,0
Huang Zuihao,Female,27,Tianjin,8,2,1,1,850,21186.57,137560,0
Wo Bai,Female,29,Tianjin,10,2,1,1,618,6219.24,123388,0
Jia Baoyu,Male,36,Tianjin,8,2,1,1,806,20404.26,206619,0
Zhao Hu,Male,45,Tianjin,2,1,0,0,748,14121.21,147418,1
Zhang De,Female,26,Tianjin,8,1,1,1,595,28908.63,145814,0
Wang Qiang,Female,35,Beijing,3,1,1,1,715,29065.46,0,0
Hu Ying,Female,19,Shanghai,6,2,1,0,762,10611.88,0,0
Chen De,Female,40,Shanghai,7,2,1,1,679,31311.14,0,0
Sheng Shiwu,Male,29,Beijing,8,2,1,1,842,23601.73,0,0
Na De,Male,29,Beijing,4,1,1,1,555,9073.6,158355,0
Ba Qiu,Male,61,Tianjin,1,1,0,1,599,17282.9,153428,1
Ye Xu,Male,28,Tianjin,4,1,1,0,850,11607.78,182006,1
Qu Bo,Female,42,Shanghai,8,1,0,0,603,27662.58,112682,1
Li Zhi,Male,34,Tianjin,2,2,0,0,651,37016.81,111137,0
Zhi Fen,Male,43,Beijing,1,2,1,1,623,27988.39,0,0
Kan Jian,Female,22,Shanghai,3,1,0,1,571,10196.69,132984,0
Ba Genru,Female,35,Beijing,8,1,1,1,711,12907.84,0,0
Si Shiba,Female,28,Beijing,2,1,1,0,742,20737.66,235993,1
Qiu Deba,Female,38,Beijing,4,1,1,1,622,21120.07,121328,0
We Maoqian,Female,35,Tianjin,1,3,1,1,651,5656.49,201352,1
Qiu Liwei,Male,36,Beijing,2,2,1,1,439,23701.11,203610,0
Si Shi,Male,30,Shanghai,3,1,0,0,670,603.24,164139,0
Zhang Ming,Female,43,Beijing,7,2,1,1,569,14857.2,0,0
Si Shi,Female,36,Tianjin,7,1,1,1,698,2559.82,149154,0
Ping Shide,Male,32,Beijing,10,2,1,1,602,22189.85,0,0
Zhang Jia,Female,24,Tianjin,9,2,0,1,462,12317.59,85954,0
Zhang Jia,Female,36,Shanghai,1,1,1,0,487,37107.71,172369,0
Da Chishi,Female,27,Beijing,9,1,1,0,561,29269.67,166834,1
Da Chishi,Male,30,Beijing,5,1,1,1,643,31666.23,116166,0
